file,line at e4e67cb2,Unicode characters (template length),literal (includes technical strings)
ui/overlay/overlay.go,33,14,\x1b\[[0-9;]*m
ui/overlay/overlay.go,43,1,5
ui/overlay/overlay.go,45,1,2
ui/overlay/overlay.go,67,5,\x1b[
ui/overlay/overlay.go,67,1,m
ui/overlay/overlay.go,68,0,
ui/overlay/overlay.go,68,1,0
ui/overlay/overlay.go,72,1,;
ui/overlay/overlay.go,120,5,\x1b[
ui/overlay/overlay.go,120,1,m
ui/overlay/overlay.go,132,2,39
ui/overlay/overlay.go,138,2,49
ui/overlay/overlay.go,140,5,\x1b[
ui/overlay/overlay.go,140,1,;
ui/overlay/overlay.go,140,1,m
ui/overlay/overlay.go,186,56,\x1b\]8;[^;]*;([^\x1b\x07\x{9c}]*)(?:\x1b\\|\x07|\x{9c})
ui/overlay/overlay.go,208,7,\x1b[0m
ui/overlay/overlay.go,208,6,\x1b[m
ui/overlay/overlay.go,209,7,\x1b[0m
ui/overlay/overlay.go,213,0,
ui/overlay/overlay.go,216,14,\x1b]8;;\x1b\\
ui/overlay/overlay.go,241,1,"
"
ui/overlay/overlay.go,322,1, 
ui/overlay/overlay.go,447,0,
ui/overlay/overlay.go,457,0,
ui/overlay/overlay.go,494,0,
ui/overlay/overlay.go,495,1, 
ui/overlay/overlay.go,526,1, 
ui/overlay/zones.go,4,7,strings
ui/overlay/zones.go,6,31,github.com/charmbracelet/x/ansi
ui/overlay/zones.go,8,45,github.com/sachiniyer/agent-factory/ui/layout
ui/overlay/zones.go,9,51,github.com/sachiniyer/agent-factory/ui/layout/zones
ui/overlay/zones.go,39,11, to confirm
ui/overlay/zones.go,43,17,/enter to confirm
ui/overlay/zones.go,45,17, or esc to cancel
ui/overlay/zones.go,46,8, confirm
ui/overlay/zones.go,47,11,/esc cancel
ui/overlay/zones.go,48,1,"
"
ui/overlay/zones.go,92,1,"
"
ui/overlay/zones.go,102,2,│ 
ui/overlay/zones.go,103,2,▸ 
ui/tree/tree.go,11,43,github.com/sachiniyer/agent-factory/session
ui/tree/labels.go,4,3,fmt
ui/tree/labels.go,5,7,strings
ui/tree/labels.go,7,43,github.com/sachiniyer/agent-factory/session
ui/tree/labels.go,14,0,
ui/tree/labels.go,15,1,›
ui/tree/labels.go,16,1,›
ui/tree/labels.go,17,1,◱
ui/tree/labels.go,50,5,Agent
ui/tree/labels.go,95,0,
ui/tree/labels.go,99,0,
ui/tree/labels.go,104,5,%d %s
ui/tree/labels.go,118,1, 
ui/tree/render.go,4,3,fmt
ui/tree/render.go,5,7,strings
ui/tree/render.go,6,4,time
ui/tree/render.go,8,33,github.com/charmbracelet/lipgloss
ui/tree/render.go,9,29,github.com/mattn/go-runewidth
ui/tree/render.go,11,39,github.com/sachiniyer/agent-factory/log
ui/tree/render.go,12,43,github.com/sachiniyer/agent-factory/session
ui/tree/render.go,13,45,github.com/sachiniyer/agent-factory/ui/layout
ui/tree/render.go,14,44,github.com/sachiniyer/agent-factory/ui/theme
ui/tree/render.go,17,2,● 
ui/tree/render.go,23,2,  
ui/tree/render.go,43,2,○ 
ui/tree/render.go,49,2,◌ 
ui/tree/render.go,54,2,▧ 
ui/tree/render.go,62,2,◆ 
ui/tree/render.go,68,1,▾
ui/tree/render.go,69,1,▸
ui/tree/render.go,70,1, 
ui/tree/render.go,102,8,[limit] 
ui/tree/render.go,104,18,[limit] resets %s 
ui/tree/render.go,114,6,3:04pm
ui/tree/render.go,116,3,3pm
ui/tree/render.go,121,5,Jan 2
ui/tree/render.go,121,1, 
ui/tree/render.go,170,3,ink
ui/tree/render.go,171,3,ink
ui/tree/render.go,172,9,ink-muted
ui/tree/render.go,173,9,ink-muted
ui/tree/render.go,174,14,surface-raised
ui/tree/render.go,175,3,ink
ui/tree/render.go,176,5,ready
ui/tree/render.go,177,4,lost
ui/tree/render.go,178,4,dead
ui/tree/render.go,179,4,dead
ui/tree/render.go,188,8,archived
ui/tree/render.go,189,13,limit-reached
ui/tree/render.go,267,1,⎇
ui/tree/render.go,292,0,
ui/tree/render.go,294,4, %s 
ui/tree/render.go,298,12,retained at 
ui/tree/render.go,301,0,
ui/tree/render.go,305,15,; skipped paths
ui/tree/render.go,305,12,; af skipped
ui/tree/render.go,393,0,
ui/tree/render.go,393,0,
ui/tree/render.go,401,9,[remote] 
ui/tree/render.go,411,7,[lost] 
ui/tree/render.go,414,11,[deleting] 
ui/tree/render.go,449,0,
ui/tree/render.go,450,1,[
ui/tree/render.go,450,2,] 
ui/tree/render.go,455,0,
ui/tree/render.go,456,21,[archive incomplete] 
ui/tree/render.go,463,16,[model changed] 
ui/tree/render.go,466,0,
ui/tree/render.go,474,0,
ui/tree/render.go,479,1,…
ui/tree/render.go,481,0,
ui/tree/render.go,499,0,
ui/tree/render.go,500,5,%s %s
ui/tree/render.go,510,1, 
ui/tree/render.go,524,48,could not get repo name in instance renderer: %v
ui/tree/render.go,526,5, (%s)
ui/tree/render.go,538,0,
ui/tree/render.go,541,3, · 
ui/tree/render.go,550,0,
ui/tree/render.go,551,0,
ui/tree/render.go,555,0,
ui/tree/render.go,557,1,…
ui/tree/render.go,562,0,
ui/tree/render.go,564,1, 
ui/tree/render.go,567,10,%s %s-%s%s
ui/tree/render.go,567,1, 
ui/tree/render.go,570,0,
ui/tree/render.go,571,0,
ui/tree/render.go,577,0,
ui/tree/render.go,581,0,
ui/tree/render.go,588,2,  
ui/tree/render.go,590,2,⚠ 
ui/tree/render.go,592,1, 
ui/tree/render.go,595,0,
ui/tree/render.go,597,1,…
ui/tree/render.go,622,0,
ui/tree/render.go,623,0,
ui/tree/render.go,627,4, ago
ui/tree/render.go,629,3, · 
ui/tree/render.go,631,16, · pane changed 
ui/tree/render.go,640,3,<1m
ui/tree/render.go,643,3,%dm
ui/tree/render.go,646,3,%dh
ui/tree/render.go,648,3,%dd
ui/tree/render.go,653,7, · open
ui/tree/render.go,664,1,├
ui/tree/render.go,666,1,└
ui/tree/render.go,668,0,
ui/tree/render.go,672,8,%s%s %d 
ui/tree/render.go,673,1, 
ui/tree/render.go,679,1,…
ui/tree/render.go,681,0,
ui/tree/render.go,707,0,
ui/theme/theme.go,6,33,github.com/charmbracelet/lipgloss
ui/theme/theme.go,16,6,accent
ui/theme/theme.go,16,7,#2d6271
ui/theme/theme.go,16,7,#2296f3
ui/theme/theme.go,17,8,archived
ui/theme/theme.go,17,7,#4c566a
ui/theme/theme.go,17,7,#d8dee9
ui/theme/theme.go,18,6,border
ui/theme/theme.go,18,7,#657084
ui/theme/theme.go,18,7,#3d3d3d
ui/theme/theme.go,19,4,dead
ui/theme/theme.go,19,7,#883b43
ui/theme/theme.go,19,7,#e4c8cd
ui/theme/theme.go,20,3,ink
ui/theme/theme.go,20,7,#2e3440
ui/theme/theme.go,20,7,#cccccc
ui/theme/theme.go,21,9,ink-muted
ui/theme/theme.go,21,7,#4c566a
ui/theme/theme.go,21,7,#9d9d9d
ui/theme/theme.go,22,13,limit-reached
ui/theme/theme.go,22,7,#73436b
ui/theme/theme.go,22,7,#dbb9d5
ui/theme/theme.go,23,4,lost
ui/theme/theme.go,23,7,#705014
ui/theme/theme.go,23,7,#ebcb8b
ui/theme/theme.go,24,5,ready
ui/theme/theme.go,24,7,#405430
ui/theme/theme.go,24,7,#d5e2cc
ui/theme/theme.go,25,7,running
ui/theme/theme.go,25,7,#4c566a
ui/theme/theme.go,25,7,#d8dee9
ui/theme/theme.go,26,7,surface
ui/theme/theme.go,26,7,#f8f9fc
ui/theme/theme.go,26,7,#1f1f1f
ui/theme/theme.go,27,14,surface-raised
ui/theme/theme.go,27,7,#eceff4
ui/theme/theme.go,27,7,#2b2b2b
ui/theme/theme.go,50,6,accent
ui/theme/theme.go,51,8,archived
ui/theme/theme.go,52,6,border
ui/theme/theme.go,53,4,dead
ui/theme/theme.go,54,3,ink
ui/theme/theme.go,55,9,ink-muted
ui/theme/theme.go,56,13,limit-reached
ui/theme/theme.go,57,4,lost
ui/theme/theme.go,58,5,ready
ui/theme/theme.go,59,7,running
ui/theme/theme.go,60,7,surface
ui/theme/theme.go,61,14,surface-raised
ui/theme/theme.go,68,14,radius-control
ui/theme/theme.go,69,13,radius-dialog
ui/theme/theme.go,70,7,space-1
ui/theme/theme.go,71,7,space-2
ui/theme/theme.go,72,7,space-3
ui/theme/theme.go,73,7,space-4
ui/theme/theme.go,74,9,type-body
ui/theme/theme.go,75,12,type-caption
ui/theme/theme.go,76,12,type-display
ui/theme/theme.go,77,12,type-heading
ui/theme/theme.go,78,10,type-title
ui/theme/theme.go,84,7,running
ui/theme/theme.go,84,7,Running
ui/theme/theme.go,84,0,
ui/theme/theme.go,84,7,running
ui/theme/theme.go,85,5,ready
ui/theme/theme.go,85,5,Ready
ui/theme/theme.go,85,1,●
ui/theme/theme.go,85,5,ready
ui/theme/theme.go,86,4,lost
ui/theme/theme.go,86,4,Lost
ui/theme/theme.go,86,1,◌
ui/theme/theme.go,86,4,lost
ui/theme/theme.go,87,4,dead
ui/theme/theme.go,87,4,Dead
ui/theme/theme.go,87,1,○
ui/theme/theme.go,87,4,dead
ui/theme/theme.go,88,8,archived
ui/theme/theme.go,88,8,Archived
ui/theme/theme.go,88,1,▧
ui/theme/theme.go,88,8,archived
ui/theme/theme.go,89,13,limit-reached
ui/theme/theme.go,89,13,Limit reached
ui/theme/theme.go,89,1,◆
ui/theme/theme.go,89,13,limit-reached
ui/theme/theme.go,105,3,ink
ui/theme/theme.go,105,7,surface
ui/theme/theme.go,108,9,ink-muted
ui/theme/theme.go,110,14,surface-raised
ui/theme/theme.go,111,6,accent
ui/theme/theme.go,112,14,surface-raised
ui/theme/theme.go,112,13,radius-dialog
ui/theme/theme.go,112,6,border
ui/theme/theme.go,112,7,space-3
ui/theme/theme.go,113,4,dead
ui/theme/disabled.go,3,33,github.com/charmbracelet/lipgloss
ui/theme/disabled.go,9,1,┄
ui/theme/disabled.go,9,1,┄
ui/theme/disabled.go,9,1,┆
ui/theme/disabled.go,9,1,┆
ui/theme/disabled.go,10,1,┌
ui/theme/disabled.go,10,1,┐
ui/theme/disabled.go,10,1,└
ui/theme/disabled.go,10,1,┘
ui/theme/disabled.go,11,7,space-2
ui/store/projection.go,27,3,fmt
ui/store/projection.go,28,4,sort
ui/store/projection.go,29,11,sync/atomic
ui/store/projection.go,31,39,github.com/sachiniyer/agent-factory/log
ui/store/projection.go,32,43,github.com/sachiniyer/agent-factory/session
ui/store/projection.go,33,40,github.com/sachiniyer/agent-factory/task
ui/store/projection.go,229,27,could not get repo name: %v
ui/store/projection.go,270,27,could not kill instance: %w
ui/store/projection.go,273,27,could not get repo name: %v
ui/store/projection.go,274,0,
ui/store/projection.go,365,27,could not get repo name: %v
ui/store/projection.go,412,17,repo %s not found
ui/store/order.go,3,43,github.com/sachiniyer/agent-factory/session
ui/layout/pane.go,3,34,github.com/charmbracelet/bubbletea
ui/layout/grid.go,4,3,fmt
ui/layout/grid.go,5,7,strings
ui/layout/grid.go,13,4,tree
ui/layout/grid.go,14,11,automations
ui/layout/grid.go,15,8,projects
ui/layout/grid.go,21,7,pane:%d
ui/layout/grid.go,24,5,pane:
ui/layout/ring.go,32,0,
ui/layout/ring.go,58,0,
ui/layout/ring.go,100,0,
ui/layout/clamp.go,4,7,strings
ui/layout/clamp.go,37,0,
ui/layout/clamp.go,39,1,"
"
ui/layout/clamp.go,57,1,"
"
ui/layout/cells.go,4,7,strings
ui/layout/cells.go,6,31,github.com/charmbracelet/x/ansi
ui/layout/cells.go,7,22,github.com/muesli/ansi
ui/layout/cells.go,82,1,"
"
ui/layout/cells.go,109,1,"
"
ui/layout/cells.go,152,0,
ui/layout/cells.go,158,0,
ui/layout/cells.go,163,0,
ui/layout/contract.go,4,7,strings
ui/layout/contract.go,6,31,github.com/charmbracelet/x/ansi
ui/layout/contract.go,129,0,
ui/layout/contract.go,135,0,
ui/layout/contract.go,140,0,
ui/layout/contract.go,147,1, 
ui/layout/contract.go,182,0,
ui/layout/contract.go,206,0,
ui/layout/contract.go,223,4,\x1b
ui/layout/contract.go,224,7,\x1b[0m
ui/layout/join.go,3,7,strings
ui/layout/join.go,50,1,"
"
ui/layout/join.go,60,1,"
"
ui/layout/join.go,76,1,"
"
ui/layout/join.go,91,0,
ui/layout/join.go,102,1,"
"
ui/layout/join.go,107,0,
ui/layout/zones/ids.go,4,7,strconv
ui/layout/zones/ids.go,5,7,strings
ui/layout/zones/ids.go,20,11,tree:header
ui/layout/zones/ids.go,24,20,tree:header:archived
ui/layout/zones/ids.go,27,7,tree:bg
ui/layout/zones/ids.go,30,7,auto:bg
ui/layout/zones/ids.go,34,11,projects:bg
ui/layout/zones/ids.go,37,19,overlay:confirm:yes
ui/layout/zones/ids.go,38,18,overlay:confirm:no
ui/layout/zones/ids.go,42,14,tree:instance:
ui/layout/zones/ids.go,46,14,tree:instance:
ui/layout/zones/ids.go,52,13,projects:row:
ui/layout/zones/ids.go,56,13,projects:row:
ui/layout/zones/ids.go,60,11,tree:arrow:
ui/layout/zones/ids.go,64,11,tree:arrow:
ui/layout/zones/ids.go,70,9,tree:tab:
ui/layout/zones/ids.go,70,1,:
ui/layout/zones/ids.go,76,9,tree:tab:
ui/layout/zones/ids.go,78,0,
ui/layout/zones/ids.go,80,1,:
ui/layout/zones/ids.go,82,0,
ui/layout/zones/ids.go,86,0,
ui/layout/zones/ids.go,95,6,header
ui/layout/zones/ids.go,97,4,body
ui/layout/zones/ids.go,102,4,term
ui/layout/zones/ids.go,106,1,:
ui/layout/zones/ids.go,109,1,:
ui/layout/zones/ids.go,112,1,:
ui/layout/zones/ids.go,118,1,:
ui/layout/zones/ids.go,122,0,
ui/layout/zones/ids.go,122,0,
ui/layout/zones/ids.go,127,10,auto:task:
ui/layout/zones/ids.go,131,10,auto:task:
ui/layout/zones/ids.go,137,12,status:hint:
ui/layout/zones/ids.go,141,12,status:hint:
ui/layout/zones/ids.go,145,15,overlay:select:
ui/layout/zones/ids.go,149,15,overlay:select:
ui/layout/zones/ids.go,154,15,overlay:search:
ui/layout/zones/ids.go,158,15,overlay:search:
ui/layout/zones/registry.go,13,45,github.com/sachiniyer/agent-factory/ui/layout
ui/layout/zones/registry.go,48,0,
app/account_target.go,4,3,fmt
app/account_target.go,6,45,github.com/sachiniyer/agent-factory/apiclient
app/account_target.go,7,42,github.com/sachiniyer/agent-factory/daemon
app/account_target.go,43,0,
app/account_target.go,44,2,%s
app/account_target.go,51,0,
app/account_target.go,54,92,af accounts login runs the agent's login flow on the machine whose agent-factory home holds 
app/account_target.go,55,92,"the account, and hands you that pane's terminal; it cannot do that against a remote daemon. "
app/account_target.go,56,86,"Unset --daemon-url/AF_DAEMON_URL to act on this host, or run af accounts login on the "
app/account_target.go,57,18,daemon's host (%s)
app/scroll_ownership.go,4,44,github.com/sachiniyer/agent-factory/terminal
app/scroll_ownership.go,5,38,github.com/sachiniyer/agent-factory/ui
app/scroll_ownership.go,6,44,github.com/sachiniyer/agent-factory/ui/store
app/session_action_target.go,4,11,crypto/rand
app/session_action_target.go,5,12,encoding/hex
app/session_action_target.go,6,4,time
app/session_action_target.go,8,42,github.com/sachiniyer/agent-factory/daemon
app/session_action_target.go,9,43,github.com/sachiniyer/agent-factory/session
app/session_action_target.go,32,0,
app/session_action_target.go,32,0,
app/session_action_target.go,32,0,
app/session_action_target.go,42,0,
app/session_action_target.go,42,0,
app/session_action_target.go,43,0,
app/session_action_target.go,53,0,
app/session_action_target.go,56,0,
app/session_action_target.go,111,0,
app/session_action_target.go,113,4,tui-
app/session_action_target.go,113,1,-
app/session_action_target.go,146,6,vscode
app/home_update.go,4,3,fmt
app/home_update.go,5,7,strings
app/home_update.go,6,4,time
app/home_update.go,8,34,github.com/charmbracelet/bubbletea
app/home_update.go,9,40,github.com/sachiniyer/agent-factory/keys
app/home_update.go,10,39,github.com/sachiniyer/agent-factory/log
app/home_update.go,11,43,github.com/sachiniyer/agent-factory/session
app/home_update.go,12,38,github.com/sachiniyer/agent-factory/ui
app/home_update.go,13,45,github.com/sachiniyer/agent-factory/ui/layout
app/home_update.go,85,41,PR info refresh request failed for %q: %v
app/home_update.go,94,40,tickRefreshExternalMessage-handler-entry
app/home_update.go,103,32,snapshotFetchedMsg-handler-entry
app/home_update.go,125,37,snapshotFetchedMsg-reconcile-returned
app/home_update.go,144,29,failed to trigger task %q: %w
app/home_update.go,146,12,triggered %s
app/home_update.go,269,35,repaintAfterDetachMsg-handler-entry
app/home_update.go,276,34,repaintAfterDetachMsg-handler-exit
app/home_update.go,295,31,panesRefreshedMsg-handler-entry
app/home_update.go,351,24,Your input is retained. 
app/home_update.go,352,36,Press any key to return to the form.
app/home_update.go,354,58, The next create in this project reopens the failed draft.
app/home_update.go,355,26,Press any key to continue.
app/home_update.go,357,21,Cannot create session
app/home_update.go,458,5,enter
app/home_update.go,460,3,tab
app/home_update.go,462,9,shift+tab
app/home_update.go,466,0,
app/home_update.go,469,6,ctrl+r
app/home_update.go,475,6,ctrl+o
app/home_update.go,481,3,esc
app/home_update.go,596,6,ctrl+c
app/detach_trace.go,4,3,fmt
app/detach_trace.go,5,2,os
app/detach_trace.go,6,13,path/filepath
app/detach_trace.go,7,7,runtime
app/detach_trace.go,8,4,sync
app/detach_trace.go,9,4,time
app/detach_trace.go,11,42,github.com/sachiniyer/agent-factory/config
app/detach_trace.go,12,39,github.com/sachiniyer/agent-factory/log
app/detach_trace.go,29,15,AF_DETACH_TRACE
app/detach_trace.go,29,1,1
app/detach_trace.go,43,15,detach-slow.log
app/detach_trace.go,51,28,[detach-trace] %s elapsed=%v
app/detach_trace.go,62,17,[detach-trace] %s
app/detach_trace.go,81,61,[detach-trace] could not resolve config dir for slow-dump: %v
app/detach_trace.go,89,59,[detach-trace] could not mkdir config dir for slow-dump: %v
app/detach_trace.go,95,51,[detach-trace] could not open slow-dump file %s: %v
app/detach_trace.go,101,29,"=== %s — %s — elapsed=%v ===
"
app/detach_trace.go,104,51,[detach-trace] failed to write slow-dump header: %v
app/detach_trace.go,108,51,[detach-trace] failed to write slow-dump stacks: %v
app/detach_trace.go,111,2,"

"
app/detach_trace.go,112,52,[detach-trace] failed to write slow-dump trailer: %v
app/detach_trace.go,115,0,
app/detach_trace.go,117,55, — re-run with AF_DETACH_TRACE=1 for step-level tracing
app/detach_trace.go,119,76,[detach-trace] SLOW DETACH (%s) elapsed=%v — goroutine dump appended to %s%s
app/messages.go,4,43,github.com/sachiniyer/agent-factory/session
app/project_path_resolver.go,4,7,context
app/project_path_resolver.go,5,6,errors
app/project_path_resolver.go,6,2,os
app/project_path_resolver.go,7,13,path/filepath
app/project_path_resolver.go,8,4,time
app/project_path_resolver.go,10,42,github.com/sachiniyer/agent-factory/config
app/project_path_resolver.go,74,8,resolved
app/project_path_resolver.go,76,26,answered: not a repository
app/project_path_resolver.go,78,36,git ran and failed without a verdict
app/project_path_resolver.go,80,38,unanswered: the probe did not complete
app/project_path_resolver.go,149,0,
app/project_path_resolver.go,149,0,
app/project_path_resolver.go,157,0,
app/project_path_resolver.go,314,0,
app/kill_confirm.go,4,7,context
app/kill_confirm.go,5,6,errors
app/kill_confirm.go,6,3,fmt
app/kill_confirm.go,7,2,os
app/kill_confirm.go,8,7,os/exec
app/kill_confirm.go,9,7,strings
app/kill_confirm.go,10,7,syscall
app/kill_confirm.go,11,4,time
app/kill_confirm.go,13,39,github.com/sachiniyer/agent-factory/log
app/kill_confirm.go,42,3,git
app/kill_confirm.go,42,2,-C
app/kill_confirm.go,85,1,k
app/kill_confirm.go,95,1,k
app/kill_confirm.go,109,66,"[!] '%s' is the daemon-managed root agent, not a scratch session.
"
app/kill_confirm.go,110,68,"Killing it stops scheduled and watch-task delivery to '%s' until it
"
app/kill_confirm.go,111,48,"self-heals (~2 min) or you restart the daemon.

"
app/kill_confirm.go,112,27,Kill the root agent anyway?
app/kill_confirm.go,114,22,[!] Kill session '%s'?
app/kill_confirm.go,116,0,
app/kill_confirm.go,117,2,"

"
app/kill_confirm.go,141,6,status
app/kill_confirm.go,141,11,--porcelain
app/kill_confirm.go,141,24,--untracked-files=normal
app/kill_confirm.go,143,55,could not verify worktree status for %s before kill: %v
app/kill_confirm.go,144,101,Warning: Could not verify worktree status (%v); it may contain uncommitted changes that will be lost!
app/kill_confirm.go,147,65,Warning: This worktree has uncommitted changes that will be lost!
app/kill_confirm.go,149,0,
app/kill_confirm.go,186,0,
app/kill_confirm.go,187,16,no worktree path
app/kill_confirm.go,221,0,
app/kill_confirm.go,225,2,"

"
app/kill_confirm.go,234,0,
app/kill_confirm.go,235,22,no session branch name
app/kill_confirm.go,237,11,refs/heads/
app/kill_confirm.go,238,9,rev-parse
app/kill_confirm.go,238,8,--verify
app/kill_confirm.go,238,7,--quiet
app/kill_confirm.go,238,9,^{commit}
app/kill_confirm.go,239,40,session branch could not be resolved: %w
app/kill_confirm.go,243,42,base branch/commit could not be determined
app/kill_confirm.go,249,3,log
app/kill_confirm.go,249,9,--oneline
app/kill_confirm.go,249,2,..
app/kill_confirm.go,254,0,
app/kill_confirm.go,259,6,MERGED
app/kill_confirm.go,260,0,
app/kill_confirm.go,264,3,log
app/kill_confirm.go,264,9,--oneline
app/kill_confirm.go,264,2,..
app/kill_confirm.go,264,5,--not
app/kill_confirm.go,264,9,--remotes
app/kill_confirm.go,270,0,
app/kill_confirm.go,280,12,symbolic-ref
app/kill_confirm.go,280,7,--quiet
app/kill_confirm.go,280,4,HEAD
app/kill_confirm.go,281,0,
app/kill_confirm.go,288,9,rev-parse
app/kill_confirm.go,288,8,--verify
app/kill_confirm.go,288,7,--quiet
app/kill_confirm.go,288,13,HEAD^{commit}
app/kill_confirm.go,289,30,HEAD could not be resolved: %w
app/kill_confirm.go,291,12,for-each-ref
app/kill_confirm.go,291,15,--contains=HEAD
app/kill_confirm.go,291,19,--format=%(refname)
app/kill_confirm.go,295,1,"
"
app/kill_confirm.go,297,0,
app/kill_confirm.go,300,94,Detached HEAD points to one or more commits not reachable from any ref that survives cleanup. 
app/kill_confirm.go,301,82,Killing removes the worktree and permanently orphans them — this cannot be undone.
app/kill_confirm.go,305,0,
app/kill_confirm.go,310,11,refs/bisect
app/kill_confirm.go,310,13,refs/worktree
app/kill_confirm.go,310,14,refs/rewritten
app/kill_confirm.go,311,1,/
app/kill_confirm.go,315,11,refs/heads/
app/kill_confirm.go,322,73,Could not verify whether detached HEAD contains local-only commits (%v); 
app/kill_confirm.go,323,84,any unreferenced commits would be permanently orphaned when the worktree is removed.
app/kill_confirm.go,336,9,rev-parse
app/kill_confirm.go,336,8,--verify
app/kill_confirm.go,336,7,--quiet
app/kill_confirm.go,336,9,^{commit}
app/kill_confirm.go,339,0,
app/kill_confirm.go,340,0,
app/kill_confirm.go,343,12,symbolic-ref
app/kill_confirm.go,343,7,--short
app/kill_confirm.go,343,2,-q
app/kill_confirm.go,343,24,refs/remotes/origin/HEAD
app/kill_confirm.go,344,0,
app/kill_confirm.go,345,7,origin/
app/kill_confirm.go,348,4,main
app/kill_confirm.go,348,6,master
app/kill_confirm.go,349,7,origin/
app/kill_confirm.go,350,7,origin/
app/kill_confirm.go,353,0,
app/kill_confirm.go,353,0,
app/kill_confirm.go,360,7,commits
app/kill_confirm.go,360,4,them
app/kill_confirm.go,361,37,that aren't merged or pushed anywhere
app/kill_confirm.go,363,6,commit
app/kill_confirm.go,363,2,it
app/kill_confirm.go,364,36,that isn't merged or pushed anywhere
app/kill_confirm.go,366,0,
app/kill_confirm.go,367,33,not on %s and not pushed anywhere
app/kill_confirm.go,369,79,Branch %q has %d %s %s. Killing permanently deletes %s — this cannot be undone.
app/kill_confirm.go,376,18,the session branch
app/kill_confirm.go,377,0,
app/kill_confirm.go,378,17,session branch %q
app/kill_confirm.go,380,109,Could not verify whether %s has unmerged commits (%v); any that exist only here would be permanently deleted.
app/kill_confirm.go,386,1,"
"
app/kill_confirm.go,387,0,
app/kill_confirm.go,399,0,
app/kill_confirm.go,403,2,"

"
app/home_panes.go,4,3,fmt
app/home_panes.go,5,4,time
app/home_panes.go,7,34,github.com/charmbracelet/bubbletea
app/home_panes.go,8,40,github.com/sachiniyer/agent-factory/keys
app/home_panes.go,9,39,github.com/sachiniyer/agent-factory/log
app/home_panes.go,10,43,github.com/sachiniyer/agent-factory/session
app/home_panes.go,11,38,github.com/sachiniyer/agent-factory/ui
app/home_panes.go,12,43,github.com/sachiniyer/agent-factory/ui/tree
app/home_panes.go,29,22,selectionChanged-entry
app/home_panes.go,61,43,selectionChanged-instance-branch-built-cmds
app/home_panes.go,251,31,refreshPanesCmd-goroutine-entry
app/home_panes.go,253,24,UpdateContent failed: %v
app/home_panes.go,255,30,refreshPanesCmd-goroutine-exit
app/home_panes.go,263,27,session %q is being deleted
app/live_stream.go,4,7,context
app/live_stream.go,5,13,encoding/json
app/live_stream.go,7,26,github.com/coder/websocket
app/live_stream.go,9,46,github.com/sachiniyer/agent-factory/agentproto
app/live_stream.go,10,45,github.com/sachiniyer/agent-factory/apiclient
app/live_stream.go,11,42,github.com/sachiniyer/agent-factory/daemon
app/live_stream.go,12,43,github.com/sachiniyer/agent-factory/session
app/live_stream.go,13,48,github.com/sachiniyer/agent-factory/session/tmux
app/live_stream.go,14,38,github.com/sachiniyer/agent-factory/ui
app/live_stream.go,15,47,github.com/sachiniyer/agent-factory/ui/termpane
app/live_stream.go,151,0,
app/account_picker.go,4,3,fmt
app/account_picker.go,5,7,strings
app/account_picker.go,7,34,github.com/charmbracelet/bubbletea
app/account_picker.go,9,45,github.com/sachiniyer/agent-factory/apiclient
app/account_picker.go,10,42,github.com/sachiniyer/agent-factory/daemon
app/account_picker.go,11,55,github.com/sachiniyer/agent-factory/internal/sessionenv
app/account_picker.go,12,40,github.com/sachiniyer/agent-factory/keys
app/account_picker.go,13,43,github.com/sachiniyer/agent-factory/session
app/account_picker.go,14,38,github.com/sachiniyer/agent-factory/ui
app/account_picker.go,15,46,github.com/sachiniyer/agent-factory/ui/overlay
app/account_picker.go,51,0,
app/account_picker.go,97,40,Ambient identity (the agent's own login)
app/account_picker.go,125,0,
app/account_picker.go,148,15,project default
app/account_picker.go,151,17,registration only
app/account_picker.go,154,14,not registered
app/account_picker.go,156,13,not logged in
app/account_picker.go,161,3, — 
app/account_picker.go,163,3, · 
app/account_picker.go,244,0,
app/account_picker.go,246,84,"af cannot tell which agent %q runs as, so it has no account registry to offer for it"
app/account_picker.go,252,0,
app/account_picker.go,271,0,
app/account_picker.go,286,0,
app/account_picker.go,348,31,cannot list accounts for %s: %w
app/account_picker.go,364,91,no %s accounts are registered on the daemon host yet — register one in the config tab (%s) 
app/account_picker.go,365,35,or with `af accounts add %s <name>`
app/account_picker.go,384,17,Select %s account
app/account_picker.go,406,86,"the daemon reports no agents that support accounts, so there is nothing to pick for %s"
app/account_picker.go,408,64,%s sessions cannot be scoped to an account (agents that can: %s)
app/account_picker.go,409,2,", "
app/account_picker.go,462,93,"account %q is this project's default but is not registered for %s on the daemon host, so the "
app/account_picker.go,463,90,"create will be refused — register it with `af accounts add %s %s`, or pick another account"
app/account_picker.go,473,98,account %q has no %s credential yet — the session will run as it until you log in from the config 
app/account_picker.go,474,42,tab (%s) or with `af accounts login %s %s`
app/account_picker.go,511,37,account %q cannot scope a session: %s
app/account_picker.go,514,100,account %q cannot scope a session: the daemon reports %s accounts as registration only — one can be 
app/account_picker.go,515,62,"registered and logged into, but a session cannot run as it yet"
app/account_picker.go,538,99,session was created for account %q but the daemon returned nothing to check it against — it may be 
app/account_picker.go,539,86,running on the ambient identity. Verify with `af sessions list --json` before using it
app/account_picker.go,550,0,
app/account_picker.go,552,94,session %q was created but the daemon did not apply account %q — it is running on the ambient 
